gelma_concentration,cure_adhesive,adhesive_concentration,light_cure_time,groove_angle,maxMises,maxPrincipal,minPrincipal,convergence
0.1750 ,LAP,0.0050 ,30,0,360909.5000 ,403458.1600 ,-54692.0500 ,TRUE
0.1750 ,LAP,0.0050 ,30,5,363320.0000 ,403784.8100 ,-44806.1400 ,TRUE
0.1750 ,LAP,0.0050 ,30,10,82946.0200 ,93603.2800 ,-13221.6800 ,FALSE
0.1750 ,LAP,0.0050 ,30,15,218936.0600 ,241568.7200 ,-28471.3300 ,FALSE
0.1750 ,LAP,0.0050 ,30,20,375637.8800 ,399784.0600 ,-54180.6600 ,TRUE
0.1750 ,LAP,0.0050 ,30,25,379003.6600 ,396441.1900 ,-45360.9500 ,TRUE
0.1750 ,LAP,0.0050 ,30,30,278330.6600 ,285121.3800 ,-42109.5000 ,FALSE
0.1750 ,LAP,0.0050 ,30,35,373964.4100 ,392154.4700 ,-51543.6400 ,TRUE
0.1750 ,LAP,0.0050 ,30,40,365760.3800 ,373532.6600 ,-34519.3600 ,TRUE
0.1750 ,LAP,0.0050 ,30,45,324947.4100 ,326478.2800 ,-40935.8400 ,FALSE
0.1750 ,LAP,0.0050 ,30,50,337362.0600 ,348724.2500 ,-44489.2800 ,TRUE
0.1750 ,LAP,0.0050 ,30,55,319285.4700 ,317806.3800 ,-41116.0700 ,TRUE
0.1750 ,LAP,0.0050 ,30,60,298257.3100 ,298736.0000 ,-35821.1200 ,TRUE
0.1750 ,LAP,0.0050 ,30,65,271093.7200 ,275062.7200 ,-25054.1800 ,TRUE
0.1750 ,LAP,0.0050 ,30,70,248029.2000 ,270611.0600 ,-20423.3700 ,TRUE
0.1750 ,LAP,0.0050 ,30,75,217224.3400 ,248960.0300 ,-16151.4000 ,FALSE
0.1750 ,LAP,0.0050 ,30,80,220885.6200 ,253778.0800 ,-14183.3700 ,TRUE
0.1750 ,LAP,0.0050 ,30,85,217658.4800 ,248876.9100 ,-12895.7500 ,TRUE
0.1750 ,LAP,0.0050 ,30,90,218876.7000 ,241686.8100 ,-11579.5100 ,TRUE
0.1750 ,LAP,0.0050 ,50,0,134312.3100 ,150146.7700 ,-20353.6200 ,TRUE
0.1750 ,LAP,0.0050 ,50,5,135209.3800 ,150268.3400 ,-16674.5900 ,TRUE
0.1750 ,LAP,0.0050 ,50,10,30868.3200 ,34834.4200 ,-4920.4400 ,FALSE
0.1750 ,LAP,0.0050 ,50,15,81476.9500 ,89899.7000 ,-10595.5900 ,FALSE
0.1750 ,LAP,0.0050 ,50,20,139793.4700 ,148779.4700 ,-20163.3100 ,TRUE
0.1750 ,LAP,0.0050 ,50,25,141046.0800 ,147535.4200 ,-16881.0600 ,TRUE
0.1750 ,LAP,0.0050 ,50,30,103580.6300 ,106107.8000 ,-15671.0300 ,FALSE
0.1750 ,LAP,0.0050 ,50,35,139170.6900 ,145940.1200 ,-19181.9400 ,TRUE
0.1750 ,LAP,0.0050 ,50,40,136117.5600 ,139010.0300 ,-12846.3700 ,TRUE
0.1750 ,LAP,0.0050 ,50,45,120929.0400 ,121498.7500 ,-15234.2600 ,FALSE
0.1750 ,LAP,0.0050 ,50,50,125549.1500 ,129777.5700 ,-16556.6700 ,TRUE
0.1750 ,LAP,0.0050 ,50,55,118821.9500 ,118271.5100 ,-15301.3300 ,TRUE
0.1750 ,LAP,0.0050 ,50,60,110996.3100 ,111174.4800 ,-13330.8100 ,TRUE
0.1750 ,LAP,0.0050 ,50,65,100887.4200 ,102364.4700 ,-9323.9000 ,TRUE
0.1750 ,LAP,0.0050 ,50,70,92303.9500 ,100707.8000 ,-7600.5500 ,TRUE
0.1750 ,LAP,0.0050 ,50,75,80839.9500 ,92650.3700 ,-6010.7400 ,FALSE
0.1750 ,LAP,0.0050 ,50,80,82202.4900 ,94443.4100 ,-5278.3300 ,TRUE
0.1750 ,LAP,0.0050 ,50,85,81001.5200 ,92619.4400 ,-4799.1500 ,TRUE
0.1750 ,LAP,0.0050 ,50,90,81454.8800 ,89943.6400 ,-4309.3100 ,TRUE
0.1750 ,LAP,0.0050 ,70,0,319867.5900 ,357577.6600 ,-48472.5800 ,TRUE
0.1750 ,LAP,0.0050 ,70,5,322003.9700 ,357867.1900 ,-39710.8800 ,TRUE
0.1750 ,LAP,0.0050 ,70,10,73513.5500 ,82958.9100 ,-11718.1300 ,FALSE
0.1750 ,LAP,0.0050 ,70,15,194039.0800 ,214098.0200 ,-25233.6300 ,FALSE
0.1750 ,LAP,0.0050 ,70,20,332921.0300 ,354321.4400 ,-48019.3400 ,TRUE
0.1750 ,LAP,0.0050 ,70,25,335904.1600 ,351358.6900 ,-40202.6000 ,TRUE
0.1750 ,LAP,0.0050 ,70,30,246679.4400 ,252697.9200 ,-37320.8900 ,FALSE
0.1750 ,LAP,0.0050 ,70,35,331437.9400 ,347559.4400 ,-45682.2000 ,TRUE
0.1750 ,LAP,0.0050 ,70,40,324166.8800 ,331055.2800 ,-30593.8900 ,TRUE
0.1750 ,LAP,0.0050 ,70,45,287995.0300 ,289351.8100 ,-36280.7000 ,FALSE
0.1750 ,LAP,0.0050 ,70,50,298997.9700 ,309068.0000 ,-39430.0400 ,TRUE
0.1750 ,LAP,0.0050 ,70,55,282976.9400 ,281666.0600 ,-36440.4300 ,TRUE
0.1750 ,LAP,0.0050 ,70,60,264340.0300 ,264764.3400 ,-31747.6100 ,TRUE
0.1750 ,LAP,0.0050 ,70,65,240265.4800 ,243783.1100 ,-22205.0700 ,TRUE
0.1750 ,LAP,0.0050 ,70,70,219823.8000 ,239837.7000 ,-18100.8600 ,TRUE
0.1750 ,LAP,0.0050 ,70,75,192522.0300 ,220648.7800 ,-14314.7000 ,FALSE
0.1750 ,LAP,0.0050 ,70,80,195766.9400 ,224918.9400 ,-12570.4600 ,TRUE
0.1750 ,LAP,0.0050 ,70,85,192906.8000 ,220575.1200 ,-11429.2700 ,TRUE
0.1750 ,LAP,0.0050 ,70,90,193986.4800 ,214202.6700 ,-10262.7100 ,TRUE
0.1750 ,LAP,0.0050 ,90,0,354824.9400 ,396656.2500 ,-53770.0000 ,TRUE
0.1750 ,LAP,0.0050 ,90,5,357194.8100 ,396977.3800 ,-44050.7600 ,TRUE
0.1750 ,LAP,0.0050 ,90,10,81547.6300 ,92025.2300 ,-12998.7700 ,FALSE
0.1750 ,LAP,0.0050 ,90,15,215245.0300 ,237496.1200 ,-27991.3400 ,FALSE
0.1750 ,LAP,0.0050 ,90,20,369304.9700 ,393044.1200 ,-53267.2300 ,TRUE
0.1750 ,LAP,0.0050 ,90,25,372614.0600 ,389757.5900 ,-44596.2100 ,TRUE
0.1750 ,LAP,0.0050 ,90,30,273638.2800 ,280314.5300 ,-41399.5700 ,FALSE
0.1750 ,LAP,0.0050 ,90,35,367659.7200 ,385543.1600 ,-50674.6700 ,TRUE
0.1750 ,LAP,0.0050 ,90,40,359594.0300 ,367235.3100 ,-33937.4000 ,TRUE
0.1750 ,LAP,0.0050 ,90,45,319469.1200 ,320974.1900 ,-40245.7100 ,FALSE
0.1750 ,LAP,0.0050 ,90,50,331674.5000 ,342845.0900 ,-43739.2300 ,TRUE
0.1750 ,LAP,0.0050 ,90,55,313902.6200 ,312448.4700 ,-40422.8900 ,TRUE
0.1750 ,LAP,0.0050 ,90,60,293228.9700 ,293699.5900 ,-35217.2100 ,TRUE
0.1750 ,LAP,0.0050 ,90,65,266523.3800 ,270425.4100 ,-24631.7900 ,TRUE
0.1750 ,LAP,0.0050 ,90,70,243847.6600 ,266048.8400 ,-20079.0500 ,TRUE
0.1750 ,LAP,0.0050 ,90,75,213562.1700 ,244762.8100 ,-15879.1100 ,FALSE
0.1750 ,LAP,0.0050 ,90,80,217161.7000 ,249499.6400 ,-13944.2500 ,TRUE
0.1750 ,LAP,0.0050 ,90,85,213988.9800 ,244681.1100 ,-12678.3400 ,TRUE
0.1750 ,LAP,0.0050 ,90,90,215186.6700 ,237612.2200 ,-11384.2900 ,TRUE
